body_length,channels,delivery_method,fb_published,has_analytics,has_header,has_logo,name_length,num_order,num_payouts,sale_duration,user_age,venue_latitude,venue_longitude,payee_name_fruad,domain_fruad,venue_state_fruad,venue_country_fruad,venue_address_fraud,user_type_fruad,event_pubtostart,nogts,has_img,percent_caps,name_lessthantwo,percent_exc,has_bar,has_city,has_club,has_dj,has_events,has_live,has_nyc,has_open,has_party,has_place,has_contact,has_group,has_life,has_registration,has_session,has_social,has_training,has_work,has_workshop,has_orgdesc,has_fbkcateg,has_twitteracctnum,has_url,has_prev_payout,org_name_naughty_list,num_of_tickets,total_number_of_tickets_for_sale,total_ticket_costs,number_of_tickets_sold
4201,6,0.0,0,0,1.0,1,53,6,113,38.0,782,40.876825,-74.273688,0,0,1,1,0,True,38.0,False,True,0.11320754717,False,0.214285714286,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,5,192,982.9,11
870,11,0.0,0,0,0.0,0,17,1,0,0.0,118,40.750228,-73.983714,1,1,1,1,1,True,0.0,False,False,0.235294117647,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,2,35,9500.0,3
6068,8,1.0,1,1,1.0,1,64,18,6,75.0,77,-37.8155948,144.9607689,1,1,1,1,0,True,74.0,False,True,0.140625,False,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,False,1,False,4,88,54631.94,21
1444,8,0.0,0,0,0.0,1,87,7,20,192.0,652,47.6062095,-122.3320708,0,0,1,1,1,True,192.0,False,False,0.218390804598,False,0.1875,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,1,99,1305.81,7
2971,10,1.0,0,0,1.0,0,51,74,28,44.0,511,39.9832097,-104.8016426,1,0,1,1,0,True,44.0,False,True,0.137254901961,False,0.538461538462,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,1,False,5,2200,46500.0,408
4681,12,1.0,0,0,0.0,1,50,42,2,43.0,14,29.9862932,-90.0931478,1,0,1,1,0,True,43.0,False,False,0.28,False,0.0833333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,1,False,3,200,2400.0,102
1094,5,0.0,1,0,0.0,1,39,34,3,20.0,98,-33.753061,150.6949634,1,0,0,1,0,True,19.0,False,True,0.102564102564,False,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,False,2,600,10060.0,90
5565,11,1.0,0,0,0.0,1,33,9,7,28.0,899,40.5691119,-111.89839,1,1,1,1,0,True,28.0,False,False,0.121212121212,False,0.142857142857,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1,False,4,550,9875.0,13
2482,6,0.0,0,0,0.0,1,25,3,1,2.0,18,37.5216888,-121.8904136,1,1,1,1,1,True,1.0,False,False,0.04,False,0.166666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,30,2489.7,3
6921,12,0.0,0,0,0.0,1,18,36,0,50.0,0,42.3517071,-71.1164429,1,1,1,1,0,True,50.0,False,True,0.166666666667,False,0.09375,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,1,False,3,490,7850.0,53
1981,5,0.0,0,0,0.0,1,44,20,0,31.0,0,37.762216,-122.391807,1,1,1,1,0,True,30.0,False,True,0.295454545455,False,0.0769230769231,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,1,300,3000.0,37
755,11,1.0,0,0,1.0,1,38,1,24,77.0,114,29.5842086,-95.0989957,1,0,1,1,0,True,77.0,False,False,0.131578947368,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,2,100,5000.0,1
946,8,1.0,0,0,0.0,1,25,7,0,39.0,70,39.573575,-95.115037,1,1,0,1,0,True,38.0,False,False,0.4,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,False,1,30,540.0,17
4184,5,0.0,0,0,0.0,1,122,1,0,30.0,2,44.651326,-90.1845257,1,1,1,1,0,True,30.0,False,False,0.106557377049,False,0.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,1,False,1,200,2600.0,1
11060,0,0.0,0,0,0.0,0,36,7,4,18.0,668,37.6073972,-122.3982772,1,1,1,1,0,True,17.0,False,False,0.25,False,0.0222222222222,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,1,False,1,100,4000.0,8
2798,0,0.0,0,0,0.0,1,37,3,48,13.0,236,37.7823916,-122.4080206,1,0,1,1,0,True,13.0,False,True,0.135135135135,False,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,600,12000.0,6
1712,11,0.0,0,0,0.0,1,36,29,8,19.0,971,37.622369,-122.450561,0,1,1,1,0,True,19.0,False,False,0.111111111111,False,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,200,0.0,88
5407,6,0.0,0,0,0.0,1,59,36,10,34.0,941,37.763203,-121.9657,1,0,1,1,0,True,34.0,False,True,0.152542372881,False,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,3,450,12750.0,88
627,6,0.0,0,1,0.0,1,22,87,0,61.0,832,53.4764574,-2.2544609,1,0,1,1,0,True,61.0,False,False,0.0454545454545,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,1,False,2,220,1406.8,229
1713,6,0.0,0,0,0.0,1,71,19,0,5.0,0,51.5160064,-0.1758275,1,1,1,1,1,True,5.0,False,True,0.788732394366,False,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,1,250,5000.0,0
22870,5,1.0,0,0,1.0,1,27,683,0,206.0,0,29.7600093,-95.3690422,0,0,1,1,0,True,206.0,False,True,0.111111111111,False,0.111111111111,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,7,53960,405000.0,4184
2649,6,1.0,0,0,1.0,1,31,45,13,33.0,41,49.2695383,-123.1320212,1,1,0,1,0,True,33.0,False,True,0.193548387097,False,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,7,171,4522.0,89
911,8,1.0,0,0,0.0,1,19,42,4,98.0,322,34.0993632,-117.8290016,0,0,1,1,0,True,97.0,False,True,0.105263157895,False,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,6,800,6000.0,93
1650,0,1.0,0,0,1.0,1,64,6,0,43.0,8,0.0,0.0,1,1,1,1,1,True,42.0,False,False,0.09375,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,34,2939.1,6
158,5,1.0,0,0,1.0,0,38,1,855,37.0,644,36.1153808,-115.1981452,1,0,1,1,0,True,37.0,False,True,0.131578947368,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,3,1500,152890.0,1
539,6,0.0,1,0,0.0,1,21,12,0,62.0,0,53.96338,-1.07759,1,1,0,1,0,True,62.0,False,False,0.190476190476,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,100,600.0,19
1089,11,1.0,0,0,0.0,1,19,38,0,101.0,33,52.5269922,-2.0935607,1,0,0,1,0,True,101.0,False,False,0.105263157895,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,1,300,1215.0,38
1088,11,1.0,1,1,1.0,1,145,3,83,221.0,425,37.794331,-122.395811,1,0,1,1,0,True,220.0,False,False,0.103448275862,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,8,4140,4456657.1,3
1088,11,1.0,1,1,1.0,1,141,8,92,249.0,425,25.9902395,-80.1188646,1,0,1,1,0,True,248.0,False,False,0.0921985815603,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,10,4200,4560765.5,8
1171,11,1.0,1,1,1.0,1,174,3,68,158.0,425,39.7729732,-104.8105775,1,0,1,1,0,True,157.0,False,False,0.0977011494253,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,6,2140,1277377.1,3
2269,11,1.0,0,0,0.0,1,67,5,0,48.0,416,37.444328,-122.133159,0,0,1,1,0,True,47.0,False,False,0.10447761194,False,0.0769230769231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,150,663.0,86
968,6,0.0,0,0,0.0,1,44,65,0,16.0,0,33.7474177,-84.4128459,1,1,1,1,0,True,16.0,False,True,0.136363636364,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,4,4400,37000.0,131
7546,4,1.0,0,0,1.0,1,72,3,1,35.0,165,40.080832,-76.343529,0,0,1,1,0,True,35.0,False,True,0.0972222222222,False,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,False,1,20,1208.6,9
8874,11,1.0,0,0,0.0,1,37,47,15,42.0,406,37.391402,-122.080936,0,0,1,1,0,True,42.0,False,False,0.0810810810811,False,0.0,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,1,False,3,250,9250.0,119
5104,11,1.0,0,0,1.0,0,23,14,12,9.0,641,37.80129,-122.398826,0,0,1,1,0,True,9.0,False,False,0.130434782609,False,0.678571428571,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,1,30,1050.0,15
3323,10,1.0,0,0,0.0,1,20,197,11,45.0,336,47.24798,14.36691,1,1,1,0,1,True,44.0,False,False,0.1,False,0.161290322581,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,1,False,1,400,12000.0,239
46855,11,3.0,0,0,1.0,1,116,14,0,24.0,0,39.1084565,-122.8159567,0,0,1,1,0,True,23.0,False,False,0.0948275862069,False,0.3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,1,False,4,74,2336.14,47
66,11,1.0,1,1,0.0,1,33,3,0,33.0,0,32.71749,-117.152774,0,1,1,1,0,True,32.0,False,False,0.272727272727,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,3,600,0.0,210
20552,12,0.0,0,0,0.0,1,40,7,1,27.0,42,-27.4731125,153.019475,1,0,0,1,0,True,26.0,False,False,0.2,False,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,1,False,1,20,727.0,8
224,4,0.0,0,1,0.0,1,50,9,0,23.0,0,40.7347518,-73.9551876,1,0,1,1,0,True,23.0,False,False,0.12,False,0.333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,20,225.88,14
1000,5,1.0,0,1,0.0,1,28,1,0,42.0,0,53.7594046,-2.694368,1,1,1,1,0,True,42.0,False,True,0.178571428571,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,3,321,976.4,3
196,6,0.0,0,0,0.0,1,21,6,5,0.0,353,43.6063815,-79.5871328,1,0,1,1,0,True,0.0,False,False,0.904761904762,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,8,321.08,5
5330,5,0.0,0,0,0.0,1,50,5,0,24.0,0,51.4997171,-0.0121557,1,1,1,1,1,True,24.0,False,True,0.14,False,0.0263157894737,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,1,False,1,30,11970.0,7
1083,5,0.0,1,0,1.0,0,79,28,164,4.0,485,37.7789195,-122.3939921,1,0,1,1,0,True,4.0,False,True,0.20253164557,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,250,6250.0,43
11276,5,1.0,1,0,1.0,1,38,4,0,1.0,2,-28.000129,153.413771,1,0,0,1,0,True,0.0,False,False,0.131578947368,False,0.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,2,42,831.1,7
10071,5,1.0,0,0,0.0,1,88,509,9,40.0,373,34.421413,-119.6861079,1,1,1,1,0,True,39.0,False,True,0.534090909091,False,0.193548387097,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,6,1167,19506.0,685
2031,5,1.0,0,0,0.0,1,28,334,0,77.0,481,42.3836113,-83.3186926,0,0,1,1,0,True,76.0,False,False,0.142857142857,False,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1,False,1,1000,8460.0,347
1594,5,0.0,1,1,0.0,1,13,1,0,36.0,12,41.5935744,-87.665704,1,1,1,1,0,True,36.0,False,False,0.153846153846,False,0.125,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,False,2,700,18000.0,2
1173,0,1.0,0,0,1.0,1,60,16,17,92.0,243,-33.9019912,151.2075392,1,0,0,1,0,True,91.0,False,False,0.183333333333,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,1,False,1,50,2535.5,34
12601,8,0.0,1,0,0.0,1,117,9,1,40.0,763,38.96705,-77.379842,1,1,1,1,0,True,40.0,False,False,0.0940170940171,False,0.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,1,False,1,40,2000.0,10
2936,11,0.0,1,1,0.0,1,94,2,0,8.0,0,36.7187399,-76.2838979,1,1,1,1,0,True,7.0,False,True,0.0957446808511,False,0.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,1,False,1,40,1472.4,2
4894,5,0.0,0,0,0.0,1,69,8,3,56.0,102,29.769849,-95.357469,1,1,1,1,0,True,55.0,False,False,0.405797101449,False,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,4,500,4100.0,24
5301,0,1.0,0,0,0.0,1,24,4,0,44.0,460,36.074061,-115.001493,0,0,1,1,0,True,43.0,False,False,0.375,False,0.214285714286,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,False,2,16,750.0,12
195,11,1.0,1,0,1.0,1,26,152,6,38.0,240,0.0,0.0,1,0,0,1,0,True,37.0,False,True,0.115384615385,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,100000,2500000.0,328
2079,8,1.0,0,0,0.0,1,22,9,2,18.0,364,29.9686066,-90.0523756,1,0,1,1,0,True,18.0,False,False,0.0909090909091,False,0.285714285714,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1,False,1,10,350.0,10
779,5,0.0,0,0,0.0,1,33,2,0,39.0,1204,54.9749243,-1.5923622,1,1,1,1,0,True,39.0,False,False,0.121212121212,False,0.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,115,345.0,2
1755,12,0.0,0,0,0.0,1,55,8,54,15.0,3611,29.9630878,-90.0486586,1,0,1,1,0,True,15.0,False,False,0.0909090909091,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,1,False,1,110,1100.0,30
5023,8,0.0,0,0,0.0,1,28,17,0,65.0,0,41.808833,-72.254135,1,1,1,1,0,True,64.0,False,False,0.178571428571,False,0.230769230769,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,1,False,1,100,2736.0,41
5006,8,1.0,0,1,0.0,1,82,1,0,148.0,1216,39.441977,-76.603104,1,0,1,1,0,True,147.0,False,False,0.121951219512,False,0.0666666666667,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,1,False,1,12,5817.0,3
6077,6,1.0,1,0,0.0,1,30,35,1,77.0,25,47.620035,-122.329631,1,0,1,1,0,True,77.0,False,True,0.133333333333,False,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,230,1945.8,52
3821,4,1.0,0,0,0.0,1,58,8,2,32.0,291,39.960263,-76.725204,0,0,1,1,0,True,32.0,False,True,0.120689655172,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,22,1017.72,19
372,0,1.0,0,0,0.0,1,30,11,1,24.0,158,51.507207,-0.4508273,1,0,1,1,0,True,24.0,False,False,0.133333333333,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,1,30,770.1,14
4574,5,1.0,1,0,1.0,1,31,2,1,22.0,66,39.944175,-75.1161957,1,1,1,1,0,True,22.0,False,True,0.161290322581,False,0.76,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,False,4,7500,34035.0,3
3902,11,1.0,0,0,0.0,1,111,6,33,11.0,1208,39.9243093,-86.1034973,0,0,1,1,0,True,10.0,False,False,0.18018018018,False,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,False,2,80,527.2,30
1363,8,1.0,0,0,0.0,1,74,28,21,150.0,363,47.6773272,-122.3528174,0,1,1,1,0,True,149.0,False,False,0.0945945945946,False,0.25,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1,False,2,33,4125.0,33
2544,8,0.0,0,0,0.0,1,46,5,2,79.0,111,33.7382755,-84.4226024,1,1,1,1,0,True,78.0,False,True,0.152173913043,False,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,False,1,17,510.0,6
5503,8,0.0,0,0,0.0,1,77,3,11,9.0,642,37.8636965,-122.2588217,1,0,1,1,0,True,9.0,False,True,0.103896103896,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,1,False,1,35,1288.35,4
6871,8,1.0,0,0,0.0,1,105,22,20,65.0,331,34.0916256,-117.7233104,0,0,1,1,0,True,65.0,False,True,0.114285714286,False,0.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,False,5,157,8475.0,87
1596,11,0.0,0,0,0.0,1,27,41,3,18.0,722,41.8781136,-87.6297982,0,1,1,1,1,True,18.0,False,False,0.185185185185,False,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,1,55,1244.65,54
5899,8,1.0,0,1,0.0,1,42,2,4,58.0,117,53.5678526,9.9118726,1,1,0,1,0,True,57.0,False,True,0.0952380952381,False,0.0769230769231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,1,False,1,20,11333.4,3
257,5,0.0,1,0,1.0,1,39,2,226,41.0,589,34.0909059,-118.388914,1,0,1,1,0,True,41.0,False,True,0.153846153846,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,100,2500.0,2
25095,8,1.0,1,0,0.0,1,87,19,9,51.0,607,51.047408,-114.067706,1,0,0,1,0,True,50.0,False,False,0.103448275862,False,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,False,1,False,1,80,1200.0,22
740,11,0.0,0,0,0.0,1,45,15,0,45.0,0,40.716045,-73.998944,0,0,1,1,0,True,44.0,False,True,0.155555555556,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,1,30,1500.0,19
2764,6,0.0,0,0,0.0,1,50,7,0,32.0,119,37.7398989,-122.1671022,1,1,1,1,1,True,31.0,False,False,0.84,False,0.0909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,5,566,4751.65,190
334,6,1.0,0,0,1.0,1,44,6,608,78.0,774,39.7580327,-105.0113106,1,0,1,1,0,True,78.0,False,True,0.159090909091,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,1,False,1,40,1472.4,36
2369,5,0.0,0,0,0.0,1,19,48,11,16.0,480,30.266232,-97.6174319,1,1,1,1,0,True,16.0,False,False,0.315789473684,False,0.730769230769,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,15,186,3167.5,65
221,11,1.0,0,0,0.0,1,39,9,2,49.0,740,33.407414,-86.713602,0,1,1,1,0,True,49.0,False,False,0.128205128205,False,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,1500,22630.0,15
10219,8,3.0,0,0,0.0,1,53,3,40,89.0,756,40.1369979,-75.1786789,1,0,1,1,0,True,88.0,False,True,0.150943396226,False,0.09375,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,1,False,1,42,40322.1,23
1755,8,1.0,0,0,0.0,1,44,7,117,223.0,967,41.759348,-72.6694471,0,0,1,1,0,True,222.0,False,True,0.0909090909091,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,50,57460.0,11
10265,8,1.0,0,0,0.0,1,35,19,2,0.0,1,34.2425204,-119.0142619,1,1,1,1,0,True,0.0,False,False,0.171428571429,False,0.37037037037,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,200,7834.0,46
25296,6,0.0,0,0,0.0,1,63,38,45,14.0,1169,37.784615,-122.388382,1,0,1,1,0,True,14.0,False,True,0.333333333333,False,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,False,1,150,2250.0,59
4019,10,1.0,0,0,0.0,1,15,8,1,44.0,173,52.159737,0.1743,1,0,0,1,0,True,44.0,False,True,0.133333333333,False,0.142857142857,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1,False,3,300,700.0,31
7264,0,1.0,1,0,0.0,1,44,78,21,16.0,666,32.08055,-81.094302,1,0,1,1,0,True,16.0,False,False,0.181818181818,False,0.586206896552,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,1,False,1,200,1692.0,118
5238,5,0.0,1,0,0.0,1,87,0,0,163.0,956,40.8320342,-73.9297631,1,1,1,1,1,True,163.0,True,False,0.149425287356,False,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0,False,1,250,3750.0,0
832,0,0.0,0,0,0.0,1,46,4,1,80.0,379,44.3272376,-80.1061859,1,0,1,1,0,True,79.0,False,False,0.108695652174,False,0.0833333333333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,2,200,0.0,15
1997,6,1.0,1,0,1.0,1,86,1,116,16.0,253,41.4605612,-71.9727354,1,0,1,1,0,True,16.0,False,True,0.488372093023,False,0.263157894737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,1,False,2,100,1875.0,2
4778,8,0.0,0,0,0.0,1,19,175,25,36.0,902,40.71213,-74.165716,1,0,1,1,0,True,35.0,False,True,0.157894736842,False,0.228571428571,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,False,2,800,13164.0,245
8836,6,0.0,0,0,0.0,1,188,0,0,3.0,879,25.9260691,-80.2446855,1,1,1,1,1,True,2.0,True,True,0.718085106383,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,False,1,300,6000.0,0
3294,8,0.0,0,0,0.0,1,66,9,2,36.0,269,53.008546,-1.728583,1,0,1,1,0,True,36.0,False,False,0.106060606061,False,0.181818181818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,1,30,685.5,10
1685,8,0.0,0,0,0.0,1,69,12,1,26.0,244,52.9033746,-1.1513193,1,0,0,1,0,True,25.0,False,False,0.101449275362,False,0.181818181818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,1,30,685.5,12
40509,5,1.0,1,1,0.0,1,94,28,1,20.0,314,37.3761588,-122.0618018,0,0,1,1,0,True,20.0,False,False,0.117021276596,False,0.105263157895,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,1,False,2,53,1010.59,37
1700,12,0.0,0,0,0.0,1,17,2,0,43.0,356,43.0389025,-87.9064736,1,1,1,1,0,True,43.0,False,False,0.117647058824,False,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,2,120,0.0,2
1090,6,0.0,0,0,0.0,1,16,12,217,4.0,453,25.8036536,-80.1968206,0,0,1,1,0,True,3.0,False,False,0.125,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1,False,1,80,840.0,31
6299,5,0.0,0,0,0.0,1,10,1,0,21.0,0,34.148019,-118.43299,1,0,1,1,0,True,20.0,False,False,0.9,False,0.3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,1,False,1,100,1000.0,1
2346,5,1.0,0,0,0.0,1,39,1,0,12.0,112,33.9960855,-118.1988096,0,1,1,1,0,True,12.0,False,False,0.794871794872,False,0.0555555555556,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,False,1,400,2000.0,1
561,8,0.0,0,0,0.0,1,56,2,0,35.0,265,27.9847421,-80.6287996,0,0,1,1,0,True,35.0,False,False,0.107142857143,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1,False,1,30,253.8,3
3311,8,1.0,0,1,1.0,0,32,9,505,35.0,443,40.7393003,-73.9894181,1,0,1,1,0,True,35.0,False,False,0.125,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,1,False,1,45,1350.0,15
9644,0,0.0,0,0,0.0,1,31,19,1,37.0,1129,-34.9229705,138.6078119,1,0,1,1,0,True,37.0,False,True,0.129032258065,False,0.04,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,1,False,1,50,2000.0,20
1110,11,0.0,0,0,1.0,0,42,1,0,42.0,12,33.4887348,-86.8010312,0,0,1,1,0,True,42.0,False,False,0.0952380952381,False,0.142857142857,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,False,1,350,49528.5,8
